samples,subject,channels,n_sessions,dataset,pipeline,score,time
45.0,87,64,1,PhysionetMotorImagery,TS+SVM,0.42,0.33585623
45.0,89,64,1,PhysionetMotorImagery,CSP+SVM,0.6933334,0.32615113
45.0,89,64,1,PhysionetMotorImagery,LogVariance+LDA,0.62333333,0.087957464
45.0,89,64,1,PhysionetMotorImagery,LogVariance+SVM,0.59666663,0.086273514
45.0,89,64,1,PhysionetMotorImagery,MDM,0.50666666,0.34761283
45.0,89,64,1,PhysionetMotorImagery,TRCSP+LDA,0.45666668,0.3353502
45.0,89,64,1,PhysionetMotorImagery,TS+LR,0.66,0.32875323
45.0,89,64,1,PhysionetMotorImagery,TS+SVM,0.55333334,0.3309215
45.0,9,64,1,PhysionetMotorImagery,CSP+SVM,0.33666667,0.35168755
45.0,9,64,1,PhysionetMotorImagery,LogVariance+LDA,0.62,0.0866492
45.0,9,64,1,PhysionetMotorImagery,LogVariance+SVM,0.50333333,0.08585108
45.0,9,64,1,PhysionetMotorImagery,MDM,0.27,0.34790087
45.0,9,64,1,PhysionetMotorImagery,TRCSP+LDA,0.42,0.35565346
45.0,9,64,1,PhysionetMotorImagery,TS+LR,0.32333335,0.35437608
45.0,9,64,1,PhysionetMotorImagery,TS+SVM,0.26,0.35138845
45.0,90,64,1,PhysionetMotorImagery,CSP+SVM,0.6666667,0.32913095
45.0,90,64,1,PhysionetMotorImagery,LogVariance+LDA,0.50666666,0.089280985
45.0,90,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5233333,0.08523366
45.0,90,64,1,PhysionetMotorImagery,MDM,0.41,0.32010472
45.0,90,64,1,PhysionetMotorImagery,TRCSP+LDA,0.37666667,0.333441
45.0,90,64,1,PhysionetMotorImagery,TS+LR,0.62666667,0.32391357
45.0,90,64,1,PhysionetMotorImagery,TS+SVM,0.40666667,0.3280865
45.0,91,64,1,PhysionetMotorImagery,CSP+SVM,0.62,0.35379496
45.0,91,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6433334,0.086349994
45.0,91,64,1,PhysionetMotorImagery,LogVariance+SVM,0.7966666,0.085790575
45.0,91,64,1,PhysionetMotorImagery,MDM,0.38333333,0.34420732
45.0,91,64,1,PhysionetMotorImagery,TRCSP+LDA,0.5466667,0.35722145
45.0,91,64,1,PhysionetMotorImagery,TS+LR,0.6033333,0.35738286
45.0,91,64,1,PhysionetMotorImagery,TS+SVM,0.37,0.34691775
45.0,93,64,1,PhysionetMotorImagery,CSP+SVM,0.85999995,0.33057222
45.0,93,64,1,PhysionetMotorImagery,LogVariance+LDA,0.6166667,0.088812225
45.0,93,64,1,PhysionetMotorImagery,LogVariance+SVM,0.70666665,0.08749392
45.0,93,64,1,PhysionetMotorImagery,MDM,0.61,0.32230255
45.0,93,64,1,PhysionetMotorImagery,TRCSP+LDA,0.5733333,0.3357307
45.0,93,64,1,PhysionetMotorImagery,TS+LR,0.8333333,0.3356606
45.0,93,64,1,PhysionetMotorImagery,TS+SVM,0.7133333,0.32893196
45.0,94,64,1,PhysionetMotorImagery,CSP+SVM,0.9866667,0.34394333
45.0,94,64,1,PhysionetMotorImagery,LogVariance+LDA,0.90000004,0.08702848
45.0,94,64,1,PhysionetMotorImagery,LogVariance+SVM,0.92333335,0.08429705
45.0,94,64,1,PhysionetMotorImagery,MDM,0.8766667,0.32721016
45.0,94,64,1,PhysionetMotorImagery,TRCSP+LDA,0.7366667,0.3512599
45.0,94,64,1,PhysionetMotorImagery,TS+LR,0.98,0.34509814
45.0,94,64,1,PhysionetMotorImagery,TS+SVM,0.93,0.34879303
45.0,95,64,1,PhysionetMotorImagery,CSP+SVM,0.48333332,0.32959068
45.0,95,64,1,PhysionetMotorImagery,LogVariance+LDA,0.55333334,0.08786588
45.0,95,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5466667,0.086795785
45.0,95,64,1,PhysionetMotorImagery,MDM,0.32666668,0.33018416
45.0,95,64,1,PhysionetMotorImagery,TRCSP+LDA,0.29999998,0.33720487
45.0,95,64,1,PhysionetMotorImagery,TS+LR,0.48333335,0.33223915
45.0,95,64,1,PhysionetMotorImagery,TS+SVM,0.35666665,0.33267283
45.0,96,64,1,PhysionetMotorImagery,CSP+SVM,0.82666665,0.3493195
45.0,96,64,1,PhysionetMotorImagery,LogVariance+LDA,0.8533333,0.086832285
45.0,96,64,1,PhysionetMotorImagery,LogVariance+SVM,0.89000005,0.08662952
45.0,96,64,1,PhysionetMotorImagery,MDM,0.59999996,0.34270272
45.0,96,64,1,PhysionetMotorImagery,TRCSP+LDA,0.72,0.35272083
45.0,96,64,1,PhysionetMotorImagery,TS+LR,0.81,0.35175243
45.0,96,64,1,PhysionetMotorImagery,TS+SVM,0.74666667,0.34874466
45.0,97,64,1,PhysionetMotorImagery,CSP+SVM,0.75,0.32764417
45.0,97,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5933333,0.086437404
45.0,97,64,1,PhysionetMotorImagery,LogVariance+SVM,0.7166667,0.087077506
45.0,97,64,1,PhysionetMotorImagery,MDM,0.6933333,0.32161182
45.0,97,64,1,PhysionetMotorImagery,TRCSP+LDA,0.61333334,0.33582583
45.0,97,64,1,PhysionetMotorImagery,TS+LR,0.7366667,0.3266296
45.0,97,64,1,PhysionetMotorImagery,TS+SVM,0.70666665,0.3258271
45.0,98,64,1,PhysionetMotorImagery,CSP+SVM,0.47,0.3481232
45.0,98,64,1,PhysionetMotorImagery,LogVariance+LDA,0.42999998,0.08597148
45.0,98,64,1,PhysionetMotorImagery,LogVariance+SVM,0.42333332,0.08585278
45.0,98,64,1,PhysionetMotorImagery,MDM,0.34333333,0.34192994
45.0,98,64,1,PhysionetMotorImagery,TRCSP+LDA,0.5233333,0.35349217
45.0,98,64,1,PhysionetMotorImagery,TS+LR,0.46333334,0.3499837
45.0,98,64,1,PhysionetMotorImagery,TS+SVM,0.43999997,0.34679222
45.0,99,64,1,PhysionetMotorImagery,CSP+SVM,0.5666667,0.3505763
45.0,99,64,1,PhysionetMotorImagery,LogVariance+LDA,0.4466667,0.08572403
45.0,99,64,1,PhysionetMotorImagery,LogVariance+SVM,0.52666664,0.08378806
45.0,99,64,1,PhysionetMotorImagery,MDM,0.5933333,0.34265435
45.0,99,64,1,PhysionetMotorImagery,TRCSP+LDA,0.51,0.3568669
45.0,99,64,1,PhysionetMotorImagery,TS+LR,0.57,0.35107124
45.0,99,64,1,PhysionetMotorImagery,TS+SVM,0.42333332,0.35297418
57.0,88,64,1,PhysionetMotorImagery,CSP+SVM,0.44037038,0.41028196
57.0,88,64,1,PhysionetMotorImagery,LogVariance+LDA,0.4348148,0.10645249
57.0,88,64,1,PhysionetMotorImagery,LogVariance+SVM,0.36185184,0.10627219
57.0,88,64,1,PhysionetMotorImagery,MDM,0.40259257,0.39377475
57.0,88,64,1,PhysionetMotorImagery,TRCSP+LDA,0.40296295,0.41364595
57.0,88,64,1,PhysionetMotorImagery,TS+LR,0.41333333,0.40948287
57.0,88,64,1,PhysionetMotorImagery,TS+SVM,0.41074073,0.41003513
57.0,92,64,1,PhysionetMotorImagery,CSP+SVM,0.6729629,0.40889513
57.0,92,64,1,PhysionetMotorImagery,LogVariance+LDA,0.5,0.1062771
57.0,92,64,1,PhysionetMotorImagery,LogVariance+SVM,0.5614815,0.105419934
57.0,92,64,1,PhysionetMotorImagery,MDM,0.43185186,0.40094236
57.0,92,64,1,PhysionetMotorImagery,TRCSP+LDA,0.5088889,0.4131669
57.0,92,64,1,PhysionetMotorImagery,TS+LR,0.647037,0.40768847
57.0,92,64,1,PhysionetMotorImagery,TS+SVM,0.4337037,0.4109342
